"logFC.trtDF" "logFC.trtDL" "logFC.trtDS" "logCPM" "LR" "PValue" "FDR"
"oases6_k49_Locus_34415_Transcript_1_1" 12.1696336811668 6.92323014153223 7.18449875539174 5.60511343335338 55.7644025398722 4.7165128650899e-12 4.43509426413953e-09
"oases2_k31_Locus_41487_Transcript_2_1" 6.74799606969926 0.7925967890393 -0.349260913052109 3.11600705666462 55.5098470311838 5.34487388500563e-12 4.90031399962029e-09
"oases6_k25_Locus_16650_Transcript_1_1" 5.20639101888096 -0.988797430261339 0.780487054260675 4.41244690137568 55.3791374427353 5.69936281552175e-12 5.09787152521046e-09
"oases3_k25_Locus_52753_Transcript_1_1" 4.24769833517738 -1.09086801133625 -4.69853980127453 3.67255373820748 54.5955357730414 8.37520742259056e-12 7.31295194782532e-09
"oases2_k31_Locus_38544_Transcript_1_1" 4.6552035891254 -1.14388537265554 -0.594103868862036 4.03825817000494 54.2194572666536 1.00742181482643e-11 8.59190237561156e-09
"oases6_CL45Contig2_2" -4.59361543429608 -5.17037481369516 -3.54520227174708 7.81319124259722 53.9290890707955 1.16182005954433e-11 9.68350614628847e-09
"oases3_k25_Locus_53387_Transcript_1_1" 4.71188511694995 -2.04760234981084 -1.91528665694297 4.03428235337158 53.8277696950647 1.22108562700951e-11 9.95130515540438e-09
"oases3_k49_Locus_38780_Transcript_5_1" 4.0481069645087 -0.215407092207436 -4.11379089688318 4.64631279263239 52.7255917564236 2.09772431620674e-11 1.67238790974456e-08
"oases2_CL1131Contig1_1" 4.95789367053495 1.4238251766807 -2.0155833416282 5.90626808762286 52.2338117919312 2.67039588116141e-11 2.08364740744324e-08
"oases6_k37_Locus_5849_Transcript_9_1" 4.91760307812077 -1.38786162189439 -3.19376305196783 4.36969362890481 51.881415603561 3.17454159302306e-11 2.42541591335281e-08
"oases3_k49_Locus_49905_Transcript_1_1" 8.52002953823727 0 0 2.10489986670416 51.8211445437843 3.26983262288411e-11 2.4472361587557e-08
"oases6_k43_Locus_47940_Transcript_1_1" 5.28559767252882 -0.5751262658702 -1.52115421540362 5.1195358593572 51.7356452687643 3.40993418416846e-11 2.5010503267202e-08
"oases6_k31_Locus_6976_Transcript_3_1" -7.7915850928225 -7.21371726256163 -5.79308881019041 10.052416276432 51.5513314541879 3.73269617975573e-11 2.68410131372906e-08
"oases3_k31_Locus_50978_Transcript_1_1" 9.80504837975993 4.45299993550664 2.80531307735491 3.25060518323605 51.4344026068559 3.95310587375113e-11 2.78792791746299e-08
"oases3_k49_Locus_66468_Transcript_1_1" 4.55372623113727 -4.35060065567056 -4.35060065567056 2.48492405255975 51.2745501401769 4.27561852288953e-11 2.95848600169675e-08
"oases6_k49_Locus_57714_Transcript_1_1" 6.17461194596906 1.73520468174145 -1.42036272486944 5.92270669968369 51.2037194418778 4.42680659742108e-11 2.99481501714533e-08
"oases3_k31_Locus_50510_Transcript_4_1" 6.24688052455705 -2.89170164813277 -0.141238114160009 2.65072057848554 51.1741707346881 4.49144673037366e-11 2.99481501714533e-08
"oases6_k31_Locus_57831_Transcript_1_1" 5.76158490579863 -2.89215364486971 -2.89215364486971 2.20993415004243 50.7646617778686 5.49072979848397e-11 3.59574167678219e-08
"oases6_k43_Locus_33951_Transcript_3_1" 5.22017264127506 1.3034280498016 -0.974827191473518 5.04092564115175 49.8305008536591 8.68158393527871e-11 5.58560925716625e-08
"oases6_k43_Locus_36842_Transcript_2_1" 6.44549233328104 -1.11497741479795 0.0441945735144373 3.63857851729816 49.5649868760142 9.88868531724377e-11 6.18207362540416e-08
"oases6_k43_Locus_15593_Transcript_3_1" 4.34891887109046 -0.20914191438493 -0.915264584215254 4.18781759651083 49.5532404867444 9.94580055896288e-11 6.18207362540416e-08
"oases2_CL246Contig1_1" 5.68762976405869 0.046575663154751 -1.07326044429078 8.39418995278659 49.1657284655402 1.20267235905654e-10 7.23190274408706e-08
"oases3_k31_Locus_52792_Transcript_5_1" 5.37476416329693 1.04027103986882 0.880999388427108 6.66175966560966 49.1653121019813 1.20291786161293e-10 7.23190274408706e-08
"oases3_k25_Locus_52548_Transcript_1_1" 5.08967057941561 -3.78664749267734 -1.99484454772206 2.46672374705248 48.5717000700261 1.60916765068083e-10 9.51822665377711e-08
"oases6_k49_Locus_19029_Transcript_2_1" 4.81766225895671 -4.85711177496292 -0.853697933929905 3.20403199138928 48.4880534399955 1.67650633115606e-10 9.75912963214065e-08
"oases6_k43_Locus_55712_Transcript_2_1" 6.05461014691264 -2.91683846553891 0.36262895396555 2.53509131506831 48.4533573420074 1.70525750944608e-10 9.77139197561188e-08
"oases3_k25_Locus_53364_Transcript_5_1" 4.92074756967522 -4.33268815172664 -2.11957618173194 2.80888227464152 48.0138368283079 2.11509199106106e-10 1.19333490135665e-07
"oases6_k43_Locus_32784_Transcript_1_1" 7.36208589503966 2.07747163541138 1.58947417766366 3.69242617421431 47.7350800255109 2.42463254685343e-10 1.34725074834479e-07
"oases2_k25_Locus_22851_Transcript_3_1" 5.81398317128963 1.35792194334443 0.333201622899701 4.8385472885988 47.6096429655955 2.57831194738418e-10 1.41045744108193e-07
"oases6_k43_Locus_5772_Transcript_3_2" 3.15363438057962 -1.91144339288153 -3.68348981807778 4.1440399913054 47.5805640006344 2.61530570156712e-10 1.41045744108193e-07
"oases2_CL13503Contig1_1" 6.93925266519355 3.05134440147633 0.851466784720918 4.83957975294732 47.3226245508352 2.96756185858516e-10 1.57723762376657e-07
"oases3_k31_Locus_50870_Transcript_3_1" 8.15322888577702 0 0 1.78676879375841 47.1870365703382 3.17134952349888e-10 1.66147001536106e-07
"oases3_k31_Locus_27886_Transcript_6_2" 6.875337846038 -0.241869326197982 -2.88842898579189 3.18727710650462 47.130498830559 3.26040226226901e-10 1.68406665019988e-07
"oases6_CL14329Contig1_1" 5.83516852434431 1.12553238177484 0.160387885542008 3.71546280254677 46.2682063029091 4.97356218474448e-10 2.53327008334909e-07
"oases6_k49_Locus_57691_Transcript_1_1" 8.71595319893095 2.92223904385063 0 2.30808472693533 46.1957011421133 5.15329677110546e-10 2.58886099296918e-07
"oases6_k49_Locus_13559_Transcript_1_1" 4.04884812111044 -2.67474149875038 -2.98296475212069 3.14598045435844 46.1214747520895 5.34402214559293e-10 2.64839627223418e-07
"oases3_k31_Locus_39189_Transcript_1_1" 3.95039152168442 -4.04049480097768 -1.06082048980296 4.39944845208897 45.8397914922115 6.13421677056139e-10 2.99946842169064e-07
"oases6_k31_Locus_55381_Transcript_5_1" 8.55389292998241 0 1.12958800195903 2.170134420527 45.5245318988335 7.15780660857367e-10 3.4539242336345e-07
"oases6_k25_Locus_42959_Transcript_7_1" 5.94535883273175 -0.0189741445534854 -1.75415044170129 2.39047337043095 45.3622465341283 7.74954810740574e-10 3.69089841224534e-07
"oases6_CL5114Contig1_1" 5.73451410582418 -0.673607170298508 -3.20376851278863 3.46483010706397 45.0626948550805 8.9731366066243e-10 4.21886972788119e-07
"oases6_CL13495Contig1_1" 5.18024711378839 0.0676919134067185 -3.78471413254955 2.56922121354318 44.7165431433255 1.06293264251674e-09 4.93429478468564e-07
"oases6_k25_Locus_55320_Transcript_3_1" 9.19886865046061 0 2.55224483550529 2.7432656521832 44.6104175212216 1.11958313807144e-09 5.13230905281173e-07
"oases6_k49_Locus_58473_Transcript_1_1" 4.59040159689639 0.393063309606302 -0.522724895101697 5.65984318171237 44.4522859715172 1.20963845194819e-09 5.47667542571555e-07
"oases6_k49_Locus_59430_Transcript_3_1" 6.03327853238951 2.89771785137656 0.200802269294242 7.46949919645426 44.3485260566411 1.27262589308665e-09 5.69158650941056e-07
"oases6_k37_Locus_36803_Transcript_3_1" 3.99910141703477 -1.26787518744283 0.473557316539998 5.49739504764108 43.9540116584632 1.54351400295547e-09 6.77957334482958e-07
"oases3_k25_Locus_52743_Transcript_1_1" 5.7850567503756 -1.27928853888526 -2.48203153096803 5.03243839802406 43.9416556016513 1.5528703977468e-09 6.77957334482958e-07
"oases3_CL20429Contig1_1" 4.66161555519866 -0.0223800359150515 -3.52772794720968 2.9588477101188 43.8474541574874 1.62609040380358e-09 7.0157192210222e-07
"oases3_k25_Locus_7887_Transcript_7_1" 0.703792812704971 5.64021720455686 2.92909999011461 5.62256671512424 43.6831967430496 1.76210855508819e-09 7.51416360938945e-07
"oases6_k43_Locus_18369_Transcript_1_1" 3.28193970872041 -1.80071645040144 -0.705383615044824 5.54737879111032 43.3298600900355 2.09445555349734e-09 8.82873201303538e-07
"oases6_k49_Locus_50411_Transcript_1_1" 7.32128158678508 2.54817665060023 1.74591679852098 3.71988772070509 42.9383326243985 2.53632440876566e-09 1.05698437548481e-06
"oases3_k49_Locus_6476_Transcript_4_2" 6.26104903656395 -0.0204748690680717 0.263358454794469 2.66477236948448 42.6607871523564 2.90486852085559e-09 1.19696902545323e-06
"oases6_k49_Locus_9152_Transcript_6_1" 6.18599696424361 3.5593066824582 -1.12006085890145 6.2024379057923 42.537206284831 3.08574087546981e-09 1.24491107611409e-06
"oases3_k37_Locus_7519_Transcript_2_1" -4.31747492280561 -10.3163424238905 -5.12126591015392 3.80877097410196 42.5349740411804 3.08910937001014e-09 1.24491107611409e-06
"oases3_k49_Locus_49169_Transcript_6_1" 6.16855620307776 0.945775232296677 -2.92189130646774 2.57472610628945 42.4080508313378 3.28680525728258e-09 1.31018488261222e-06
"oases3_k25_Locus_53247_Transcript_1_1" 5.32324409234864 0.502541483073768 -1.58856515230639 2.66326616531984 42.2982477290384 3.46800182010691e-09 1.36754871772882e-06
"oases3_k43_Locus_9936_Transcript_3_1" 4.21383635154475 -0.00787570982391604 -0.487206054012815 4.79469468615707 42.2498351723863 3.55102963319611e-09 1.38539265678937e-06
"oases2_k31_Locus_45641_Transcript_1_1" 7.7000092367646 0 0 1.43378136950891 42.1183893505388 3.78661164762326e-09 1.4617516731925e-06
"oases6_CL2677Contig1_1" 6.74244272244842 3.06533282518415 0.497974049585125 4.95054374907374 41.9885516991527 4.0346330345193e-09 1.54127184661382e-06
"oases6_k49_Locus_62996_Transcript_1_1" 7.66625834204834 0 0 1.41202592842038 41.9272286662157 4.15735339298201e-09 1.57177959774051e-06
"oases6_k49_Locus_57785_Transcript_1_1" 8.49026734980507 3.8306383354508 0 2.07990611713789 41.843372550953 4.33122490616251e-09 1.62080623452753e-06
"oases6_CL17387Contig1_1" 4.98660853915448 0.119268022903247 -2.12739452108376 3.81439882823166 41.6922862357229 4.66303186809924e-09 1.72734714847276e-06
"oases3_k49_Locus_41721_Transcript_1_1" 7.93433909993468 0 1.13562626782527 1.61639231171491 41.658804246067 4.73993377870932e-09 1.73827591466607e-06
"oases6_k31_Locus_50052_Transcript_1_1" 8.7583454773501 2.91375720183313 2.18624673421063 2.27064195926791 41.5803786596766 4.92505822152325e-09 1.78504963867803e-06
"oases6_k49_Locus_58100_Transcript_2_1" 5.42311256306052 -2.88983301286253 -2.88983301286253 1.95488352193659 41.5639161608934 4.96482597947151e-09 1.78504963867803e-06
"oases6_k31_Locus_53954_Transcript_1_1" 4.22013332938577 -4.33219158057301 -3.13292537619368 2.18736269200413 41.5166557651371 5.08078199602413e-09 1.80900503048731e-06
"oases3_CL17685Contig1_1" 3.58305292433456 -1.41813901861504 0.0750646930145931 5.59706862234485 41.4310017346016 5.29787659548398e-09 1.86816373448254e-06
"oases3_k25_Locus_52522_Transcript_1_1" 8.48704288405509 0 0 2.02027513738355 41.2909824666714 5.672894820118e-09 1.98135306417321e-06
"oases6_k37_Locus_3206_Transcript_1_1" -7.19418339360519 -6.28201927746889 -1.59027779095291 4.38406330322058 40.8042990964397 7.19497292107536e-09 2.47197268054343e-06
"oases3_CL49Contig9_2" -4.1947924132741 -4.77293863471976 -3.34108885262954 5.68652481902865 40.7993391841929 7.21241994977631e-09 2.47197268054343e-06
"oases3_k37_Locus_50015_Transcript_1_1" 4.72722652326183 -2.21986718927789 -1.24611160497845 3.36169156143744 40.6705120350557 7.68068912029544e-09 2.60809177878328e-06
"oases3_k49_Locus_20311_Transcript_1_1" 3.8957812374769 -1.65550404540417 0.35261776498779 4.64400236103104 40.1714581083105 9.79966168949883e-09 3.29709168017422e-06
"oases6_CL1263Contig1_1" 4.88226364079529 -1.34582904624851 -1.28593183332359 2.50516215881062 39.9792082358011 1.07637690793638e-08 3.58854275861373e-06
"oases6_k25_Locus_54138_Transcript_1_1" 6.84953565480685 2.17793634804467 0.805443424999796 4.16610850035645 39.6714657285715 1.25080716178808e-08 4.10507275044382e-06
"oases3_k25_Locus_40865_Transcript_1_1" 5.49493522702492 0.0619620013957166 -1.15889012398822 2.8012379292923 39.6667373685891 1.25369658345297e-08 4.10507275044382e-06
"oases3_k25_Locus_55865_Transcript_1_1" 5.7067054927631 -2.88864005259224 -2.88864005259224 2.0822657546541 39.5837060849624 1.30553595102593e-08 4.20869310034326e-06
"oases3_k43_Locus_38344_Transcript_3_1" 3.19501032236438 -6.2233751573903 -2.21850684851623 3.04037052933024 39.5793797451527 1.30829496752142e-08 4.20869310034326e-06
"oases6_k49_Locus_57707_Transcript_1_1" 8.863654475184 2.92172352768921 2.21628711766682 2.38334447734418 39.4319489881385 1.40587818033442e-08 4.4832843919482e-06
"oases6_k43_Locus_56595_Transcript_5_1" 6.06726702654763 1.02635382251461 0.788178283046043 4.83843054706017 39.178031952058 1.59128774095935e-08 5.0308013210519e-06
"oases6_CL2480Contig1_1" 5.70047482549269 -2.89159786964258 -0.440030929745926 2.18105734357575 39.1253210899182 1.63273718895257e-08 5.11772401115022e-06
"oases3_k43_Locus_49382_Transcript_1_1" 6.59019082921405 -3.78167465782952 -1.13064912858867 3.73192265011771 39.0636263272529 1.68262279741122e-08 5.22939202114082e-06
"oases3_k25_Locus_53168_Transcript_1_1" 3.76776794457066 -1.81661259260615 -4.72654263421677 2.19131478961664 38.9956758771918 1.73933003470667e-08 5.36020591284016e-06
"oases2_CL13523Contig1_1" -6.12478578166174 -4.68097571108544 1.03026672133425 4.78803389274609 38.919614472463 1.80507316882262e-08 5.516454026686e-06
"oases6_k43_Locus_41073_Transcript_7_1" 4.89255361546956 -3.78719061736074 0.259499740987314 2.31206437650592 38.810207333266 1.90401449355149e-08 5.77073748115816e-06
"oases6_k43_Locus_57305_Transcript_1_1" 8.23696606463465 0 2.19821499107186 1.84130108876954 38.4676387165328 2.25022286067302e-08 6.76413303028374e-06
"oases3_k49_Locus_49382_Transcript_5_1" 5.89764976557996 0.100657124316233 -2.66079506699901 3.10022680498311 38.372025507852 2.35761792549441e-08 7.02934326680133e-06
"oases6_k25_Locus_26338_Transcript_1_1" 5.35362154797845 -3.7835744148721 -0.688451208225531 2.69001228747753 38.3327971493817 2.40314741997907e-08 7.10730849458811e-06
"oases6_k49_Locus_57878_Transcript_1_1" 6.35405075821514 -2.92330676126149 0.193780789108339 2.83767350896709 38.2230229670087 2.53527499217474e-08 7.43809118304193e-06
"oases6_k25_Locus_56462_Transcript_1_1" 7.47906469250993 0 0 1.2612931490707 38.0079482965463 2.81554436269476e-08 8.19479828675437e-06
"oases3_k43_Locus_49973_Transcript_1_1" 8.04815134209916 2.87692028632437 1.13418156924943 1.7541674940321 37.9218020393466 2.93629831433089e-08 8.47896599066589e-06
"oases3_k43_Locus_456_Transcript_10_1" 5.04440358064383 1.59759308508782 -1.3094175707807 3.39244616503903 37.8574183697978 3.0299119890086e-08 8.68093456038379e-06
"oases3_k25_Locus_11054_Transcript_2_1" -0.015043065054541 5.05938722510655 4.43076659539164 8.17227516437883 37.8242900951116 3.07923583776451e-08 8.75386169599517e-06
"oases6_k43_Locus_61060_Transcript_1_1" 5.45228083832723 -0.218316147192283 -1.75672849323161 1.98988312778293 37.7305058328054 3.2232602029679e-08 9.09281703257246e-06
"oases6_k37_Locus_56172_Transcript_1_1" 5.58711490575551 1.38430317456936 -2.59603887526909 3.80531689781978 37.6047453596035 3.4270043196434e-08 9.59378087131927e-06
"oases3_k37_Locus_50178_Transcript_1_1" 4.15960734464592 -1.45424592445651 -4.37244932590524 2.16934478112232 37.5134067403359 3.58299833094273e-08 9.9544922568684e-06
"oases6_CL15047Contig1_1" 4.7077125621374 0.591513318947778 -0.661169556830091 6.47163970566812 37.2836911929664 4.00738513348088e-08 1.1049837218056e-05
"oases3_k31_Locus_3020_Transcript_3_1" -5.67125876207447 -5.28970842690056 -0.436510609999786 8.56185178527823 37.1346612384969 4.30919519023227e-08 1.1727005705106e-05
"oases2_CL9059Contig1_1" 4.98293126221004 -0.270543348009228 -0.78665422968414 4.6624529467016 37.13098292386 4.31692463171628e-08 1.1727005705106e-05
"oases3_CL22691Contig1_1" 5.95763480240407 2.78886683819475 -0.744387914171698 8.3169679879682 36.7499741384329 5.19735259918826e-08 1.39331524307861e-05
"oases2_CL595Contig1_1" 7.04941556724977 10.0908943252799 7.54980358316858 3.8650811932863 36.7469423372304 5.20503335701386e-08 1.39331524307861e-05
"oases6_k37_Locus_39454_Transcript_1_1" 6.31577817224634 -0.0149595346210906 1.54346682768787 2.75697552489027 36.7022156342713 5.31966985552588e-08 1.41368298993986e-05
"oases6_CL5524Contig1_1" 6.3672604606585 1.83645736417571 1.46890743537086 11.569108660573 36.6850877351346 5.36423400884714e-08 1.41527017126943e-05
"oases2_CL131Contig1_1" -3.25567443279209 -4.2192126050877 -2.09363760339226 6.80112929716431 36.6338852982905 5.49969016195816e-08 1.44064383792494e-05
"oases6_k25_Locus_55401_Transcript_1_1" 4.08271265762564 -3.78401674499158 -3.78401674499158 1.60086352803621 36.3285999200614 6.38124193004068e-08 1.65971124326512e-05
"oases3_k31_Locus_32529_Transcript_1_1" 2.91230297145525 1.31719463004144 -5.74453956523493 2.67253010270374 36.16502644482 6.91026748460749e-08 1.78464957368317e-05
"oases3_k37_Locus_29971_Transcript_1_1" 6.76620835774913 2.73294865314714 0.474079501256394 4.08920981056612 36.0320518563858 7.37243652738028e-08 1.8906948585218e-05
"oases6_CL10402Contig1_2" -2.8595578227916 -6.5420295634288 -2.52697475985611 4.12660059662633 36.0137267781389 7.43850215767353e-08 1.89439020575251e-05
"oases3_k31_Locus_8441_Transcript_8_2" 5.90883368596304 0.0332492876396415 -1.11015325742001 2.30277053714861 35.8839075015408 7.92376499596847e-08 1.99570718719705e-05
"oases2_k31_Locus_2225_Transcript_2_1" -3.65772314484096 -6.39528772334911 -2.50054098520435 4.56879353740866 35.8783653505599 7.94517081588007e-08 1.99570718719705e-05
"oases3_k49_Locus_49150_Transcript_2_1" 7.8393589093772 0 1.72965459764467 1.53901572515999 35.7936252669859 8.27975224212628e-08 2.06560104745236e-05
"oases6_k43_Locus_5868_Transcript_3_2" 4.22728874235572 -1.22052239334351 -0.418750183928685 3.31422162977669 35.6981419757181 8.67363717222845e-08 2.14924524335901e-05
"oases6_k37_Locus_56259_Transcript_1_1" 8.04771632984421 3.86715334011433 0 1.705476762494 35.6249343049366 8.98825616877581e-08 2.21225717099004e-05
"oases3_k25_Locus_4987_Transcript_6_1" 4.09973030433465 0.180208128969289 -4.74325460915506 2.50647532278494 35.546230925108 9.33921472220545e-08 2.28331347671627e-05
"oases3_k43_Locus_11925_Transcript_3_1" 5.84081431385534 0.00902602793022648 0.762233905142793 2.32218426796714 35.4462153155369 9.8050202913957e-08 2.38132125262486e-05
"oases2_k49_Locus_2868_Transcript_1_1" -5.099678283528 -4.72313917697004 0.543505015095814 7.34516126341437 35.3487984497537 1.02810127491122e-07 2.48049724044864e-05
"oases3_k43_Locus_32959_Transcript_1_1" 4.59184081736783 0.587768845993547 -2.15643443355827 5.18661503504633 35.2794402677175 1.06339023692622e-07 2.5488699450193e-05
"oases6_k37_Locus_12135_Transcript_23_1" 2.76965667805117 -2.44715193571397 -0.2705317277011 5.69158538760741 35.2640128750563 1.07140256760809e-07 2.55139911440855e-05
"oases3_k25_Locus_34860_Transcript_8_1" 5.9158541924655 -2.88997088083127 1.03275808663962 2.41854364195858 35.1609536867335 1.12649561550022e-07 2.66528862627352e-05
"oases3_k49_Locus_9635_Transcript_4_1" -3.11155017044674 -7.79882483074623 -2.51634320353016 4.39688045710424 35.1388108393178 1.13869695769639e-07 2.67688676471793e-05
"oases3_k25_Locus_53783_Transcript_1_1" 7.06848134896913 4.36191985861547 1.82699600824688 6.39490930456628 34.9335937084975 1.2582462491675e-07 2.93908692329426e-05
"oases3_k37_Locus_42699_Transcript_1_1" 7.97879575134361 0 2.4466196111065 1.65704500201384 34.8234256732635 1.32751290072916e-07 3.08125826635699e-05
"oases6_k49_Locus_62532_Transcript_1_1" 8.71584643641107 0 5.45549154210317 2.32955868528656 34.7198134864221 1.39612770710397e-07 3.2201378240644e-05
"oases2_CL266Contig1_1" -2.82919256832897 -5.65649785145811 -2.59852001668265 4.95324498733915 34.5573551350284 1.51090911824048e-07 3.46309813082707e-05
"oases3_k43_Locus_49342_Transcript_6_1" 7.91898202739088 2.66921362039219 1.4952673488668 1.61364038456302 34.5053423485257 1.54961271903121e-07 3.52974827608892e-05
"oases6_CL29Contig9_1" -2.02989923631226 -5.43563104055781 -2.49181534810983 5.75186812617179 34.4317574159747 1.60606519769969e-07 3.63575487624944e-05
