"","logFC.genotype2","logFC.genotype6","logCPM","LR","PValue","FDR"
"TRINITY_DN5207_c0_g1_i1",0.0482216559619311,8.11826903427751,-0.782529958057105,55.2179472649392,1.02229232529365e-12,1.45579181969841e-09
"TRINITY_DN32453_c2_g3_i18",2.98206720708706,8.3203459536543,-0.624140798114702,55.0175173545405,1.13005063183978e-12,1.5726709179563e-09
"TRINITY_DN31966_c1_g7_i1",-8.64768455209251,1.48295542469302,2.57463610082783,54.9185365989984,1.18738429504673e-12,1.61573977606425e-09
"TRINITY_DN32758_c0_g3_i1",-8.54789215588543,2.46905631656427,1.69118273992773,54.7637680450023,1.28291790062649e-12,1.70778684189049e-09
"TRINITY_DN19182_c0_g1_i1",-8.81726366952472,-6.1279886833251,0.750936144758121,54.7167101816157,1.3134615084166e-12,1.71124472354004e-09
"TRINITY_DN24514_c0_g1_i1",0.822963108339293,-7.68768595412009,0.0805070168520351,54.1071892234261,1.78144797766687e-12,2.27260803050944e-09
"TRINITY_DN32860_c1_g1_i1",-0.884996822842194,4.82688661620807,1.3315555983701,53.7830589092463,2.09487034012855e-12,2.61790388586595e-09
"TRINITY_DN69881_c0_g2_i1",1.69450396927313,-8.02387254684399,0.238695868040284,53.6987526626533,2.18506326989473e-12,2.63006800529734e-09
"TRINITY_DN30384_c0_g7_i6",-5.33463934864223,-6.22712208624315,1.45147602471171,53.6937767412626,2.19050638975348e-12,2.63006800529734e-09
"TRINITY_DN31175_c2_g1_i7",-0.528823492833005,7.98508236769238,-0.493808405146682,53.2797097218585,2.69437496896096e-12,3.17283378556453e-09
"TRINITY_DN6061_c0_g1_i1",-2.04055093632561,5.00000007497304,0.153820648054356,52.4164225340986,4.14876147059263e-12,4.79330679038244e-09
"TRINITY_DN26683_c0_g1_i2",-0.415187993376887,7.98777570681129,-0.637632759199478,52.118989863563,4.81398962481182e-12,5.45888593862458e-09
"TRINITY_DN10635_c0_g2_i1",7.09431522585364,-3.18657216701308,-0.117249652090015,51.6576885144049,6.06283103646648e-12,6.75002537612706e-09
"TRINITY_DN26099_c0_g1_i2",0.0871206014267368,5.90645877755652,1.53817995385083,51.2268395190431,7.52026484737197e-12,8.22314102971384e-09
"TRINITY_DN30425_c2_g2_i1",6.90740117410441,6.08331736009713,0.668400566165974,50.9120731801299,8.80204891702822e-12,9.45587128746151e-09
"TRINITY_DN17504_c0_g1_i1",1.39169132937764,8.789996246405,0.161319815168369,50.8404698980858,9.12288568516812e-12,9.6315652076825e-09
"TRINITY_DN67181_c0_g1_i1",-3.58195974466153,1.23229968643056,5.86381564329972,50.7922558612323,9.34548356397433e-12,9.69934475519329e-09
"TRINITY_DN16503_c0_g1_i3",1.93225206124463,7.00640059284662,-0.722886775378668,50.6761005793,9.90431802587681e-12,1.01080168332757e-08
"TRINITY_DN70420_c0_g1_i1",-5.58533234993872,-4.44604481289457,3.1132000157054,50.5835899603496,1.03732060026064e-11,1.04129983010426e-08
"TRINITY_DN31844_c0_g4_i5",4.20620404526817,-8.54608517696722,0.479951164899597,50.3508894614367,1.16531483158889e-11,1.15091755479861e-08
"TRINITY_DN43961_c0_g1_i1",-0.0684083862853596,5.54920022686674,0.759597939620315,50.2038857358068,1.25419402488544e-11,1.21903677650532e-08
"TRINITY_DN5715_c0_g1_i1",-1.45436821280613,6.63419288006052,-0.0921759133955371,50.013858808592,1.37920413444949e-11,1.31959665576375e-08
"TRINITY_DN30944_c2_g3_i7",-7.71548248242379,-6.53862160449535,1.3763273836493,49.895274549006,1.46345305354877e-11,1.37866283509239e-08
"TRINITY_DN31834_c2_g3_i8",-2.59263606891493,6.5886975318236,-1.07226280146247,49.7392971502109,1.5821543766928e-11,1.46790365306677e-08
"TRINITY_DN28085_c0_g3_i2",-1.49111376491385,6.53370047201915,1.34784494845274,49.693413158671,1.61887172993631e-11,1.47955211210329e-08
"TRINITY_DN28568_c0_g1_i2",-1.22560877754879,9.54341695985182,1.741389301946,49.3425563392489,1.92930117780576e-11,1.73733571061409e-08
"TRINITY_DN31861_c0_g1_i13",-6.84887749893872,-5.30807815373566,2.84996491709379,48.8682094491119,2.44569979910732e-11,2.17043451447156e-08
"TRINITY_DN74763_c0_g1_i1",-2.10857459899272,3.41078310515807,1.84559452909274,48.6926596086298,2.67007408340161e-11,2.33570452032877e-08
"TRINITY_DN32226_c1_g4_i3",-9.11953033621193,1.00573863114622,1.3064964711988,48.5093935339166,2.92630125709222e-11,2.52379057995471e-08
"TRINITY_DN17064_c0_g2_i1",6.05094192753843,5.41690046619905,3.84318058109336,48.4633404030036,2.99446570930932e-11,2.54670990616454e-08
"TRINITY_DN12493_c0_g1_i1",2.03426973210312,-4.85548887241044,1.82856255887559,48.4190616738813,3.06150059410857e-11,2.56805379972116e-08
"TRINITY_DN20654_c0_g1_i1",4.67890260655943,-1.52552208354782,1.35750855157109,48.3912135451226,3.10442728896112e-11,2.56887162989521e-08
"TRINITY_DN32860_c1_g16_i1",11.3690945616627,2.1884386118275,-1.03051538648372,48.3313523921913,3.19874909906249e-11,2.61162936442656e-08
"TRINITY_DN29116_c0_g1_i3",-9.45812186789876,1.62866833722392,1.72529837943687,48.2403168517868,3.3477135721505e-11,2.69728806417189e-08
"TRINITY_DN30526_c0_g2_i2",5.07743560134128,11.5167528492791,2.17598938129396,48.2133614790924,3.3931384290337e-11,2.69838231900584e-08
"TRINITY_DN28026_c1_g1_i3",-1.6854190499917,4.05651737332124,1.15516169003733,47.3822567703485,5.1413085961769e-11,4.03619090484995e-08
"TRINITY_DN17990_c0_g2_i1",2.53392236090143,7.81759850210915,-1.04598457060931,46.9687545700975,6.32214619220193e-11,4.90038354345941e-08
"TRINITY_DN32549_c2_g7_i9",-3.05730507355143,5.55362196022387,-0.924632672228052,46.8356970200267,6.75705749117311e-11,5.17202073018118e-08
"TRINITY_DN4727_c0_g2_i1",-0.467355504870764,7.20381057696119,-1.4438262339479,46.6894543538415,7.26965507916722e-11,5.49567974219414e-08
"TRINITY_DN28489_c0_g1_i1",-3.32054648501047,-4.4840608172692,2.87356230146164,46.4327233351467,8.26536882631799e-11,6.17221456964336e-08
"TRINITY_DN31611_c0_g1_i3",-4.40395395072156,-8.69045525939113,0.532724702548078,45.9233109013084,1.06630081811288e-10,7.86673063811132e-08
"TRINITY_DN24558_c0_g1_i2",7.24083685869647,9.62712746530437,0.308193931848272,45.8788736591353,1.09025771096437e-10,7.94771912776099e-08
"TRINITY_DN32346_c2_g12_i1",0.0956313937171941,7.51925132554764,-1.29076190074563,45.591259349715,1.25887851238801e-10,9.06896080324323e-08
"TRINITY_DN29317_c2_g3_i13",-10.3071027947979,0.505899049162199,2.68095246607213,45.2477963034134,1.49474074671134e-10,1.06429017307119e-07
"TRINITY_DN6569_c0_g1_i1",1.22454614446695,8.16447628361257,-0.907870159514347,45.1951466191232,1.53461206141632e-10,1.08011994216973e-07
"TRINITY_DN46906_c0_g1_i1",0.0559715991066739,4.27909498426642,1.67466994006531,44.9718527548157,1.71587739869694e-10,1.19397768899782e-07
"TRINITY_DN32303_c2_g1_i1",0.388065908632399,-4.13017442438433,5.15795589467593,44.9428807959931,1.74091446878684e-10,1.1977882761988e-07
"TRINITY_DN31776_c2_g1_i9",-3.84788613740088,5.12237447676801,-0.216239351833751,44.8293950196116,1.84255541411897e-10,1.25363375809068e-07
"TRINITY_DN29005_c1_g2_i4",9.65359879702916,-0.591587270583845,2.39565698058238,44.4322744371772,2.24726452824964e-10,1.51218677058064e-07
"TRINITY_DN31874_c0_g1_i9",3.35985713791968,7.86161169760424,-0.982862426204962,44.3551090666605,2.33566441482793e-10,1.55458776932145e-07
"TRINITY_DN15186_c0_g1_i1",6.06278659520682,4.79522096490936,1.68793534563895,43.9040756614552,2.92651735262697e-10,1.91505983386222e-07
"TRINITY_DN32070_c0_g1_i1",-7.68162353477747,-4.42703034564062,1.23797755886025,43.8769967444409,2.96641026770892e-10,1.91505983386222e-07
"TRINITY_DN30595_c0_g1_i2",10.2050249817295,5.84505142601499,4.71993851349176,43.8738555243375,2.9710730022032e-10,1.91505983386222e-07
"TRINITY_DN7220_c0_g1_i1",0.771231385997653,5.46805417986459,-0.628815764244785,43.7779994086664,3.11693836137988e-10,1.98815212104933e-07
"TRINITY_DN44628_c0_g1_i1",0.563883800564335,6.18605946821032,1.13861351917911,43.637728653021,3.34339448387446e-10,2.11061255490277e-07
"TRINITY_DN53639_c0_g1_i1",-7.60855751154999,-6.56262755246621,-0.269329610540385,43.5985948548623,3.40945857322669e-10,2.13035496196901e-07
"TRINITY_DN28215_c0_g1_i2",-1.94900860494903,-11.5900080492931,3.82993868167968,43.5164754058614,3.55236375010122e-10,2.19722668559291e-07
"TRINITY_DN31364_c0_g1_i1",-0.246797729759343,-4.70515465991642,2.24671306485153,43.1455874544181,4.27616766340229e-10,2.59755860951938e-07
"TRINITY_DN56747_c0_g1_i1",-1.50425074485457,6.32374563906339,0.743089485048982,43.1417219927073,4.28444033643821e-10,2.59755860951938e-07
"TRINITY_DN31933_c4_g5_i9",0.700634449285673,3.62378031080023,4.77007875650291,43.0431752253541,4.50083671997129e-10,2.69124419361899e-07
"TRINITY_DN30197_c1_g7_i14",-8.72245859477297,-3.90303248071902,1.15321502320016,43.0316418406602,4.52686664178e-10,2.69124419361899e-07
"TRINITY_DN29660_c1_g1_i15",1.40560150041854,8.58890339009485,-0.494229251458756,42.8655963112979,4.91874184033149e-10,2.89609844087364e-07
"TRINITY_DN32252_c2_g1_i1",7.80501962789193,-0.321196530084887,-0.318569882890901,42.3573512538547,6.34188030790985e-10,3.69846379785288e-07
"TRINITY_DN30310_c0_g1_i1",4.54644142512172,-7.18308822937446,2.04855761404952,42.3064329628275,6.50541201738506e-10,3.75804150445808e-07
"TRINITY_DN32894_c0_g10_i7",-6.15650052762153,-6.92351082980135,-0.97809179829873,42.2587631521896,6.66233053716181e-10,3.81214059888184e-07
"TRINITY_DN100_c0_g1_i1",-8.63759161801986,0.237210589770288,2.20430208986422,42.2404628505641,6.72357162163567e-10,3.81214059888184e-07
"TRINITY_DN19202_c0_g1_i1",4.83164632080678,8.36663931026889,-0.562809892417553,42.1693022468253,6.96710513616628e-10,3.90277085797788e-07
"TRINITY_DN33006_c2_g16_i1",-4.28816783774837,-4.9063961141606,1.36259449068798,42.1567727553734,7.01088928336491e-10,3.90277085797788e-07
"TRINITY_DN28640_c0_g5_i2",3.19274223444197,7.18839419037856,0.90290997208389,42.11117323901,7.17257202346556e-10,3.95680428184586e-07
"TRINITY_DN24900_c0_g2_i2",2.41308457273837,6.64249232413923,-1.65099495582234,41.9157024698471,7.90898689859106e-10,4.32409735489576e-07
"TRINITY_DN32693_c2_g3_i4",-8.54817749431998,-4.26624046242861,0.0832704513376293,41.8178681617064,8.30549089001983e-10,4.47577911470092e-07
"TRINITY_DN66639_c0_g1_i1",-4.90537970555458,-6.6165082073457,0.222805446173193,41.8113492638793,8.33260638004875e-10,4.47577911470092e-07
"TRINITY_DN32605_c2_g4_i7",0.991721718509839,8.08054327697358,-0.942281596972572,41.7017400852669,8.80201689033352e-10,4.68680610663202e-07
"TRINITY_DN61249_c0_g1_i1",-5.97291040591049,-4.86434150397057,0.620075679185384,41.6703531754371,8.94124053820821e-10,4.71989588893656e-07
"TRINITY_DN26846_c0_g2_i3",9.01962273296918,0.0359597093878454,1.55195645994248,41.4737776525057,9.86469383671272e-10,5.1628603623698e-07
"TRINITY_DN5415_c0_g2_i1",5.66254853275792,0.605084948188059,0.729886265777897,41.4405151098141,1.00301281146057e-09,5.20495648279462e-07
"TRINITY_DN32278_c2_g5_i8",4.15187087392431,2.8735580933877,3.67251303793879,41.3389375827034,1.05527040864188e-09,5.43012001704006e-07
"TRINITY_DN24961_c0_g1_i2",5.049885273044,10.7102388732527,1.1309942242973,41.2757334767899,1.08915165881944e-09,5.55775938967914e-07
"TRINITY_DN23380_c0_g1_i1",0.543280202056467,8.01141173934965,-0.91623367485029,41.2127761247311,1.12398204211836e-09,5.66072509059526e-07
"TRINITY_DN26362_c0_g1_i2",-4.56332949873167,4.27733741773422,1.09053417625227,41.2059609682564,1.12781863189179e-09,5.66072509059526e-07
"TRINITY_DN196_c0_g1_i1",6.32621216412258,-0.968275503187435,0.79268335765816,41.0680176430854,1.20835147751916e-09,5.99132100854342e-07
"TRINITY_DN32627_c1_g1_i4",-8.15882203033468,-3.5468497264819,1.98494223530432,41.0599200633649,1.2132537561802e-09,5.99132100854342e-07
"TRINITY_DN34112_c0_g1_i1",3.30838361979021,7.72582976939298,0.594825672934061,40.8870486927618,1.32278781500454e-09,6.47996712511903e-07
"TRINITY_DN31902_c1_g2_i4",0.0560699027116976,-3.65547067285717,3.20042195972569,40.8689695167687,1.3347994803184e-09,6.48691360141406e-07
"TRINITY_DN32380_c3_g2_i12",-0.141561182585352,6.57106081675633,0.921294135126413,40.6693386851308,1.47490929705802e-09,7.11138550362604e-07
"TRINITY_DN33040_c7_g9_i1",-0.523222426641903,4.06209440849162,1.60050709855183,40.6346983148189,1.50067751010376e-09,7.17910051981981e-07
"TRINITY_DN32218_c0_g10_i1",12.9734161824487,6.88465144771514,-0.169028544322547,40.5820120580506,1.54073535841613e-09,7.31359604164755e-07
"TRINITY_DN32512_c2_g1_i1",-8.57794510010214,0.882142720130513,1.62414379200639,40.4826966300453,1.61917623325365e-09,7.62681826669648e-07
"TRINITY_DN42726_c0_g1_i1",0.467061058151569,7.408426837542,-1.35919840803638,40.3217493864051,1.75486361867905e-09,8.14789430910595e-07
"TRINITY_DN32322_c1_g5_i6",0.000452185018103257,7.37428180808365,-0.279812337993803,40.3199841425493,1.75641318352874e-09,8.14789430910595e-07
"TRINITY_DN33986_c0_g1_i1",-3.73377535745158,-4.03129395468696,3.66623802659176,40.175968165149,1.88755389310514e-09,8.69041166093233e-07
"TRINITY_DN31624_c0_g1_i5",-5.96333514279898,-7.9907101712781,-0.292339622736606,40.0552200928454,2.0050235183171e-09,9.16235896422606e-07
"TRINITY_DN30215_c0_g2_i3",-1.53998042984153,-8.01982835788301,2.09308670901049,39.9384533681895,2.12556819571027e-09,9.64126243674983e-07
"TRINITY_DN28077_c0_g2_i8",-1.50554696443864,7.61176442773366,-0.418794885928547,39.8077370689423,2.26913182519061e-09,1.02081458103914e-06
"TRINITY_DN2316_c0_g1_i1",2.93128496701401,-1.2626081984339,1.43592832285672,39.7947731689771,2.28388799690306e-09,1.02081458103914e-06
"TRINITY_DN21906_c0_g1_i2",-6.10145698579052,4.52982457147273,-0.281321199759966,39.7638012896199,2.31953142230952e-09,1.02923323995436e-06
"TRINITY_DN25834_c0_g1_i3",-8.37699677700877,-4.92279804050504,-1.42504047079604,39.3978219205438,2.78529802012153e-09,1.22701394938217e-06
"TRINITY_DN32743_c0_g3_i8",16.2310939973769,7.86982667657414,0.44867272824527,39.3695823122673,2.82490484490814e-09,1.23557302337932e-06
"TRINITY_DN32235_c1_g2_i13",3.33460601123705,7.57053011100547,-0.517246406200066,39.1259760026485,3.19081967634362e-09,1.38572093660443e-06
"TRINITY_DN13805_c0_g1_i1",-3.11644192909909,-5.52459118193168,2.77653940754602,38.7248647162893,3.89944205001323e-09,1.68153827105993e-06
"TRINITY_DN11349_c0_g1_i1",0.674031214555886,-7.84005863544058,1.32017029608112,38.6943817829616,3.95933050058996e-09,1.69542408302885e-06
"TRINITY_DN76565_c0_g1_i1",5.0425299178173,4.26482873559263,1.31361513153841,38.4615877644231,4.44807738602783e-09,1.89148312955575e-06
"TRINITY_DN33014_c6_g2_i12",0.375518610225278,7.3319861887348,-1.45463012841535,38.4270592141941,4.52553693530984e-09,1.91114985308112e-06
"TRINITY_DN32451_c0_g2_i2",1.21651539828885,-2.79020222237059,1.18165634621917,38.3737716792003,4.64773496835519e-09,1.94931097981001e-06
"TRINITY_DN9032_c0_g1_i1",-4.22244518437195,-3.42738883217155,2.19990983071109,38.3122667857662,4.7928846045738e-09,1.99651357739097e-06
"TRINITY_DN31435_c2_g6_i2",-5.66100737780181,-4.70279603082369,1.02620181917993,38.2167742742015,5.02727807687559e-09,2.06665920208978e-06
"TRINITY_DN32307_c0_g2_i4",-3.43137611067108,0.371675905749643,3.05612432971654,38.2161774606531,5.02877847456278e-09,2.06665920208978e-06
"TRINITY_DN12780_c0_g2_i1",0.572146371040229,6.02959294564472,-0.804123714969974,37.9982003543068,5.60784023069652e-09,2.28926992457647e-06
"TRINITY_DN32915_c0_g1_i1",-3.44491986880417,1.40909695103134,3.34948514203982,37.9604329415544,5.7147432246603e-09,2.31746083853542e-06
"TRINITY_DN30243_c0_g1_i3",-11.6906788033159,-4.22937978346255,1.78186658916302,37.8713885051298,5.97492523268719e-09,2.40703007696294e-06
"TRINITY_DN26920_c0_g1_i2",0.848972797558356,-4.92036757271145,2.32445979182597,37.8211861061637,6.12680118281755e-09,2.45208198450098e-06
"TRINITY_DN32608_c0_g2_i5",-5.4671092742818,3.50527029511705,1.3486160461269,37.3596708134812,7.71703659973691e-09,3.06847415031357e-06
"TRINITY_DN25557_c0_g1_i1",-3.99720097710454,-2.88990848697042,2.57015033733946,37.2607468876225,8.10833376900366e-09,3.20326264523335e-06
"TRINITY_DN32454_c1_g4_i11",1.00484521962549,8.01598302512725,-0.962720929094638,37.1620316375833,8.51858304855011e-09,3.34376227176229e-06
"TRINITY_DN22845_c0_g1_i1",-1.07961117595188,3.36415143260948,0.994299860670562,37.1142301746187,8.72463601410383e-09,3.38664264982939e-06
"TRINITY_DN30395_c0_g1_i13",-3.39761110283665,-6.05030113222521,0.207102278650958,37.1012219218242,8.78156709227434e-09,3.38664264982939e-06
"TRINITY_DN31600_c0_g1_i1",-4.86255913827003,-0.493652095614043,4.79428289429423,37.0984503273298,8.79374499988361e-09,3.38664264982939e-06
"TRINITY_DN32348_c0_g10_i1",-7.83484544024375,-4.6121660287578,0.833541370572438,37.0176488263131,9.15629319537538e-09,3.49156827679687e-06
"TRINITY_DN26464_c0_g1_i2",0.360508131657313,4.36090087235793,-1.73604234037068,37.0124261290237,9.18023471542437e-09,3.49156827679687e-06
"TRINITY_DN17659_c0_g1_i1",1.15388907578723,7.65448175668613,-1.27234089482043,36.8634283495117,9.89027214248227e-09,3.73840076773308e-06
"TRINITY_DN27836_c1_g2_i4",-8.37794741110834,-6.55515829361717,-0.84652301233922,36.8510893752048,9.95147866168709e-09,3.73845916791256e-06
"TRINITY_DN32602_c0_g2_i2",6.75029791935585,-1.9089651022361,1.31248602075785,36.7492629279331,1.0471260120405e-08,3.90973867202977e-06
"TRINITY_DN21089_c0_g2_i1",-5.5960002953309,-3.67467281035628,1.4541349811029,36.6857839841713,1.08089429764788e-08,4.01136251043456e-06
"TRINITY_DN20346_c0_g1_i1",12.3571398537958,7.15403496393387,-0.5334453150123,36.5200371218044,1.17428820734083e-08,4.33170868001856e-06
"TRINITY_DN72129_c0_g1_i1",-2.87614290072458,-3.77341864024914,2.81454343701075,36.3648003070748,1.26906523041183e-08,4.65328983946334e-06
"TRINITY_DN31544_c2_g4_i2",4.56405884601357,4.93492032811194,-0.0250583199495413,36.2690321043933,1.33131169325865e-08,4.85247263244048e-06
"TRINITY_DN30033_c0_g1_i1",4.52982165847381,6.03896941006429,-0.480687345632009,36.1509429574584,1.41228543097232e-08,5.11715302249461e-06
"TRINITY_DN19625_c0_g5_i1",-3.16968404862266,5.75263790376583,-0.426611505036469,36.0716354986512,1.46941299017456e-08,5.29282559060876e-06
"TRINITY_DN71894_c0_g1_i1",-8.6133518263597,-4.32969786607596,-1.24491158007523,36.0314700993624,1.49922108155256e-08,5.36861425191751e-06
"TRINITY_DN20896_c0_g1_i1",-3.37832690026049,4.97058489340171,2.04483474256221,35.9381153328789,1.57085974461536e-08,5.58648930821936e-06
"TRINITY_DN31038_c0_g1_i6",-5.7609554358584,0.234023080304884,2.14942951362983,35.928651548231,1.57831049796183e-08,5.58648930821936e-06
"TRINITY_DN29660_c1_g1_i19",-0.0548884825781473,7.49869847713692,-1.10568150070154,35.8922154666895,1.60732773904632e-08,5.65650038923921e-06
"TRINITY_DN74879_c0_g1_i1",-3.27491584795245,-5.71181682228057,2.23147858753078,35.7965009789689,1.6861203760787e-08,5.89987972050302e-06
"TRINITY_DN29060_c0_g2_i4",0.83299051386957,-3.54121686435006,6.19254878461417,35.7652386769479,1.71268344310465e-08,5.95877602017445e-06
"TRINITY_DN27489_c0_g1_i1",2.85621169646697,-9.16442684668826,1.36122405116801,35.7024962065311,1.76726409319964e-08,6.11393499903879e-06
"TRINITY_DN22776_c0_g1_i2",-5.41191419043996,-2.74147001860869,0.819090695503616,35.5846145556083,1.87455906446553e-08,6.44869380637541e-06
"TRINITY_DN10109_c0_g1_i1",2.9966966109535,7.37758158471155,-1.54999118918889,35.5397358330154,1.91709846613042e-08,6.55819036173351e-06
"TRINITY_DN32745_c1_g1_i11",0.0330213374546274,4.09066420022817,-0.226891238891882,35.4927147961652,1.96270445447019e-08,6.67690247583488e-06
"TRINITY_DN29433_c1_g2_i1",8.47012853753026,3.5379550995626,-0.3183460526754,35.4482716141217,2.00680707049775e-08,6.78921680413586e-06
"TRINITY_DN21_c0_g1_i1",-9.35309487189275,-5.1117491115438,-0.526941362011977,35.3202324021943,2.1394837098673e-08,7.19830469725353e-06
