A0A164VWY8	phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
Q42722	integral component of membrane [GO:0016021]; sucrose alpha-glucosidase activity [GO:0004575]; carbohydrate metabolic process [GO:0005975]
A0A175YH46	integral component of membrane [GO:0016021]; inorganic anion exchanger activity [GO:0005452]
A0A161XY66	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; transport [GO:0006810]
A0A164TSI7	chloroplast [GO:0009507]; DNA binding [GO:0003677]; plastid sigma factor activity [GO:0001053]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; DNA-templated transcription, initiation [GO:0006352]
A0A162A591	catechol oxidase activity [GO:0004097]; metal ion binding [GO:0046872]; pigment biosynthetic process [GO:0046148]
K4LMW2	cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333]; terpenoid biosynthetic process [GO:0016114]
P27489	chloroplast envelope [GO:0009941]; chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; photosystem II [GO:0009523]; plastoglobule [GO:0010287]; chlorophyll binding [GO:0016168]; metal ion binding [GO:0046872]; pigment binding [GO:0031409]; photosynthesis, light harvesting in photosystem I [GO:0009768]; protein-chromophore linkage [GO:0018298]; response to light stimulus [GO:0009416]
A0A164WJ30	transferase activity, transferring hexosyl groups [GO:0016758]; metabolic process [GO:0008152]
A0A164ZWK5	integral component of membrane [GO:0016021]; transporter activity [GO:0005215]
A0A161ZKQ2	integral component of membrane [GO:0016021]
A0A162A8P8	cell [GO:0005623]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; glycerol ether metabolic process [GO:0006662]
A0A164TFW8	nucleotidase activity [GO:0008252]
A0A164TC70	integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]
A0A166A2C0	serine-type endopeptidase activity [GO:0004252]
A0A164URE5	oxidoreductase activity [GO:0016491]
Q39688	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; water transport [GO:0006833]
A0A166J8C6	aspartic-type endopeptidase activity [GO:0004190]
A0A175YQA7	extracellular region [GO:0005576]; polygalacturonase activity [GO:0004650]; carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]
A0A165Z6P8	magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333]; metabolic process [GO:0008152]
A0A161YCW7	calcium ion binding [GO:0005509]
A0A175YNB4	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
A0A164WYD3	cellulase activity [GO:0008810]; cellulose catabolic process [GO:0030245]
A0A161X0L4	hydrolase activity, acting on ester bonds [GO:0016788]
M5W3N3	apoplast [GO:0048046]; copper ion binding [GO:0005507]; hydroquinone:oxygen oxidoreductase activity [GO:0052716]; lignin catabolic process [GO:0046274]
A0A166DD97	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]
A0A166EYR5	hydrolase activity, acting on ester bonds [GO:0016788]
A0A166IWE1	proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP synthesis coupled proton transport [GO:0015986]
A0A166GY44	chloroplast [GO:0009507]; acyl-[acyl-carrier-protein] desaturase activity [GO:0045300]; metal ion binding [GO:0046872]; fatty acid biosynthetic process [GO:0006633]
A0A165YG04	catalytic activity [GO:0003824]
A0A161ZX50	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
D7SH01	nucleus [GO:0005634]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; MAPK cascade [GO:0000165]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; transcription, DNA-templated [GO:0006351]
A0A164VXS8	nucleus [GO:0005634]; transcription factor activity, sequence-specific DNA binding [GO:0003700]
A0A0D2QLE2	nucleus [GO:0005634]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; MAPK cascade [GO:0000165]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; transcription, DNA-templated [GO:0006351]
A0A1I8GN66	integral component of membrane [GO:0016021]; microtubule [GO:0005874]; calmodulin binding [GO:0005516]; microtubule binding [GO:0008017]; microtubule cytoskeleton organization [GO:0000226]
A0A164WPE1	integral component of membrane [GO:0016021]
A0A165A3V1	integral component of membrane [GO:0016021]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610]
Q8L5F4	nucleus [GO:0005634]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; MAPK cascade [GO:0000165]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; transcription, DNA-templated [GO:0006351]
A0A166GCC0	phosphoric ester hydrolase activity [GO:0042578]; serine-type endopeptidase inhibitor activity [GO:0004867]; phosphatidylinositol-3-phosphate biosynthetic process [GO:0036092]; vacuole organization [GO:0007033]
A0A161Y0V4	phosphoric ester hydrolase activity [GO:0042578]; phosphatidylinositol-3-phosphate biosynthetic process [GO:0036092]; vacuole organization [GO:0007033]
A0A164UJH9	zinc ion binding [GO:0008270]
A0A166B0L8	extrinsic component of membrane [GO:0019898]; integral component of membrane [GO:0016021]; photosystem II oxygen evolving complex [GO:0009654]; calcium ion binding [GO:0005509]; photosynthesis [GO:0015979]; photosystem II stabilization [GO:0042549]
A0A161X7X5	extrinsic component of membrane [GO:0019898]; integral component of membrane [GO:0016021]; photosystem II oxygen evolving complex [GO:0009654]; calcium ion binding [GO:0005509]; photosynthesis [GO:0015979]; photosystem II stabilization [GO:0042549]
A0A162AES9	sequence-specific DNA binding [GO:0043565]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription, DNA-templated [GO:0006351]
A0A164TP17	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; flower development [GO:0009908]; transcription, DNA-templated [GO:0006351]
A0A166C480	cytoplasm [GO:0005737]; inositol oxygenase activity [GO:0050113]; iron ion binding [GO:0005506]; inositol catabolic process [GO:0019310]
P11898	integral component of membrane [GO:0016021]
A0A1D1XI83	oxidoreductase activity [GO:0016491]; cellular amino acid metabolic process [GO:0006520]
A0A164V5E9	beta-galactosidase activity [GO:0004565]; carbohydrate binding [GO:0030246]; carbohydrate metabolic process [GO:0005975]
A0A162AT85	hydrolase activity [GO:0016787]; metabolic process [GO:0008152]
A0A164U1D2	cell wall [GO:0005618]; extracellular region [GO:0005576]; membrane [GO:0016020]; plant-type cell wall organization [GO:0009664]
A0A164T750	integral component of membrane [GO:0016021]
A0A166I0B1	oxidoreductase activity [GO:0016491]
A0A161XI98	extracellular region [GO:0005576]; manganese ion binding [GO:0030145]; nutrient reservoir activity [GO:0045735]
A0A164TZ84	endoplasmic reticulum [GO:0005783]; isomerase activity [GO:0016853]; cell redox homeostasis [GO:0045454]
A0A166D0M3	endoplasmic reticulum [GO:0005783]; isomerase activity [GO:0016853]; cell redox homeostasis [GO:0045454]
A0A164ZM12	integral component of membrane [GO:0016021]; substrate-specific transmembrane transporter activity [GO:0022891]
A0A175YJC9	hydrolase activity [GO:0016787]; metabolic process [GO:0008152]
A0A164UI68	sequence-specific DNA binding [GO:0043565]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; zinc ion binding [GO:0008270]
A0A166IEV6	integral component of membrane [GO:0016021]
A0A164V5J6	nucleic acid binding [GO:0003676]
A0A162ALD9	calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]
A0A166AGM0	nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
A0A162ANQ6	hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042]
A0A164XZE0	integral component of membrane [GO:0016021]; lipid metabolic process [GO:0006629]
Q5KTS9	response to stress [GO:0006950]; response to water [GO:0009415]
A0A164YL60	diacylglycerol O-acyltransferase activity [GO:0004144]; glycerolipid biosynthetic process [GO:0045017]
A0A164UJI7	integral component of membrane [GO:0016021]; enzyme inhibitor activity [GO:0004857]
A0A166FKT9	photosystem II oxygen evolving complex [GO:0009654]; photosynthesis [GO:0015979]
A0A164Z502	signal transducer activity [GO:0004871]; phototropism [GO:0009638]
A0A165XWN6	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
A0A061GQP5	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; hydrogen-exporting ATPase activity, phosphorylative mechanism [GO:0008553]; metal ion binding [GO:0046872]; ATP biosynthetic process [GO:0006754]
A0A166I4P6	oxidoreductase activity [GO:0016491]
A0A164ZX91	chalcone isomerase activity [GO:0045430]; flavonoid biosynthetic process [GO:0009813]
A0A164XIR6	serine-type endopeptidase activity [GO:0004252]
A0A161ZGW1	catalytic activity [GO:0003824]; metabolic process [GO:0008152]
A0A0A9EWH6	integral component of membrane [GO:0016021]
A0A164Z5S2	integral component of membrane [GO:0016021]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]; serine-type carboxypeptidase activity [GO:0004185]
A0A165Y4D7	catalytic activity [GO:0003824]; coenzyme binding [GO:0050662]
Q9SP51	catalytic activity [GO:0003824]; coenzyme binding [GO:0050662]
A0A166GAR5	metal ion binding [GO:0046872]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; oxylipin biosynthetic process [GO:0031408]
A0A175YPU2	cell wall [GO:0005618]; aspartyl esterase activity [GO:0045330]; enzyme inhibitor activity [GO:0004857]; pectinesterase activity [GO:0030599]; cell wall modification [GO:0042545]; pectin catabolic process [GO:0045490]
A0A175YG36	metal ion binding [GO:0046872]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; oxylipin biosynthetic process [GO:0031408]
A0A161YD26	hydrolase activity [GO:0016787]; metabolic process [GO:0008152]
Q9SPU0	chitinase activity [GO:0004568]; carbohydrate metabolic process [GO:0005975]; cell wall macromolecule catabolic process [GO:0016998]; chitin catabolic process [GO:0006032]
A0A164YIP5	integral component of membrane [GO:0016021]
A0A165Y9Y5	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; metalloendopeptidase activity [GO:0004222]
A0A161X2B7	integral component of membrane [GO:0016021]
A0A161XTZ6	nucleus [GO:0005634]; auxin-activated signaling pathway [GO:0009734]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
A0A164YHA6	extracellular region [GO:0005576]
A0A164VVQ2	anthranilate phosphoribosyltransferase activity [GO:0004048]; tryptophan biosynthetic process [GO:0000162]
A0A164YFI9	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
A0A164V2Y4	glycopeptide alpha-N-acetylgalactosaminidase activity [GO:0033926]
A0A165X090	chitin binding [GO:0008061]; carbohydrate metabolic process [GO:0005975]
A0A161X7T1	amino acid binding [GO:0016597]; metabolic process [GO:0008152]
A0A161Y8A6	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]
A0A166CQL3	extracellular region [GO:0005576]; polygalacturonase activity [GO:0004650]; carbohydrate metabolic process [GO:0005975]; cell wall organization [GO:0071555]
A0A166ARF3	fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; carbohydrate metabolic process [GO:0005975]
A0A166E6P0	integral component of membrane [GO:0016021]
A0A164VSF1	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; photosystem II [GO:0009523]; chlorophyll binding [GO:0016168]; photosynthesis, light harvesting [GO:0009765]; protein-chromophore linkage [GO:0018298]
V4TTK5	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; photosystem II [GO:0009523]; chlorophyll binding [GO:0016168]; photosynthesis, light harvesting [GO:0009765]; protein-chromophore linkage [GO:0018298]
A0A165XW56	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; photosystem II [GO:0009523]; chlorophyll binding [GO:0016168]; photosynthesis, light harvesting [GO:0009765]; protein-chromophore linkage [GO:0018298]
A0A097HUX2	chalcone isomerase activity [GO:0045430]; flavonoid biosynthetic process [GO:0009813]
A0A165X0Y5	diacylglycerol O-acyltransferase activity [GO:0004144]; glycerolipid biosynthetic process [GO:0045017]
A0A164ZYD8	magnesium ion binding [GO:0000287]; terpene synthase activity [GO:0010333]; metabolic process [GO:0008152]
C4WSJ9	calcium ion binding [GO:0005509]
P14279	chloroplast envelope [GO:0009941]; chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; photosystem II [GO:0009523]; plastoglobule [GO:0010287]; chlorophyll binding [GO:0016168]; metal ion binding [GO:0046872]; pigment binding [GO:0031409]; photosynthesis, light harvesting in photosystem I [GO:0009768]; protein-chromophore linkage [GO:0018298]; response to light stimulus [GO:0009416]
A0A165WEJ3	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]
A0A161X109	oxidoreductase activity [GO:0016491]
A0A164YMZ8	extracellular region [GO:0005576]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
A0A166FH58	integral component of membrane [GO:0016021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
A0A166HHL6	regulation of systemic acquired resistance [GO:0010112]; regulation of transcription, DNA-templated [GO:0006355]
A0A022Q9E2	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; hydrogen-exporting ATPase activity, phosphorylative mechanism [GO:0008553]; metal ion binding [GO:0046872]; ATP biosynthetic process [GO:0006754]
A0A164UJR5	microtubule binding [GO:0008017]
A0A166FZR5	integral component of membrane [GO:0016021]; flavin adenine dinucleotide binding [GO:0050660]; long-chain-alcohol oxidase activity [GO:0046577]
A0A175YIT0	photosystem I reaction center [GO:0009538]; photosynthesis [GO:0015979]
A0A164UMR4	zinc ion binding [GO:0008270]
V7CAZ7	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]
A0A0A0LZM9	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]
D7T1M7	multicellular organism development [GO:0007275]
A0A166CIQ3	integral component of membrane [GO:0016021]; photosystem I reaction center [GO:0009538]; photosynthesis [GO:0015979]
A0A166FUI1	integral component of membrane [GO:0016021]; transporter activity [GO:0005215]
P26792	cell wall [GO:0005618]; extracellular region [GO:0005576]; sucrose alpha-glucosidase activity [GO:0004575]; carbohydrate metabolic process [GO:0005975]
A0A164VA75	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
A0A024H9P5	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]; carbon utilization [GO:0015976]
A0A165A2H4	palmitoyl hydrolase activity [GO:0098599]
A0A164X8I5	membrane [GO:0016020]; calcium ion binding [GO:0005509]; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571]; metabolic process [GO:0008152]
A0A166B6T0	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase activity, coupled to transmembrane movement of substances [GO:0042626]
A0A162A2D6	nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]
A0A166HGH0	integral component of membrane [GO:0016021]; transferase activity, transferring acyl groups [GO:0016746]; metabolic process [GO:0008152]
A0A166APV7	fatty-acyl-CoA reductase (alcohol-forming) activity [GO:0080019]; lipid metabolic process [GO:0006629]
A0A165XJ51	nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]
A0A166CKA1	photosystem I [GO:0009522]; chlorophyll binding [GO:0016168]; photosynthesis [GO:0015979]
A0A161XCA1	catalytic activity [GO:0003824]; coenzyme binding [GO:0050662]
A0A166BUM4	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
A0A164WWU1	transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]
A0A176VU08	cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]
Q39719	microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]
A0A166I9X4	aspartic-type endopeptidase activity [GO:0004190]
A0A166J2M3	integral component of membrane [GO:0016021]; photosystem II [GO:0009523]; photosynthesis [GO:0015979]
A0A166DJU4	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
A0A164X0A3	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]
K4MTP0	inositol-3-phosphate synthase activity [GO:0004512]; inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]
A0A166AXG1	integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]
I1TII2	mitochondrion [GO:0005739]; ribosome [GO:0005840]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A178U5Z0	mitochondrion [GO:0005739]
A0A175YG09	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
A0A166FBX3	NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
A0A166E142	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
A0A165ZAB0	integral component of membrane [GO:0016021]
A0A161X2S7	copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]
A0A166FGQ0	zinc ion binding [GO:0008270]
A0A164TA91	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; protein kinase activity [GO:0004672]
J9JVH8	troponin complex [GO:0005861]; regulation of muscle contraction [GO:0006937]
A0A175YH71	O-methyltransferase activity [GO:0008171]
A0A165Y4P4	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; carbohydrate transport [GO:0008643]
A0A161ZI46	integral component of membrane [GO:0016021]; transporter activity [GO:0005215]
A0A175YN08	cytoplasm [GO:0005737]; glutamate 5-kinase activity [GO:0004349]; glutamate-5-semialdehyde dehydrogenase activity [GO:0004350]; proline biosynthetic process [GO:0006561]
A0A164X8U1	hydrolase activity, acting on ester bonds [GO:0016788]
A0A165YZV9	integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]
A0A164Z959	nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]
A0A166G756	nucleus [GO:0005634]; DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription, DNA-templated [GO:0006351]
A0A161YID1	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
A0A165ZNF6	DNA binding [GO:0003677]
A0A166BUV8	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]
A0A161ZQL5	apoplast [GO:0048046]; cell wall [GO:0005618]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; xyloglucan:xyloglucosyl transferase activity [GO:0016762]; cell wall biogenesis [GO:0042546]; cell wall organization [GO:0071555]; xyloglucan metabolic process [GO:0010411]
A0A165W9I9	lipid binding [GO:0008289]; lipid transport [GO:0006869]
A0A164WKP9	hydrolase activity [GO:0016787]; metabolic process [GO:0008152]
A0A162AL83	chloroplast [GO:0009507]; signal recognition particle, chloroplast targeting [GO:0080085]; protein import into chloroplast thylakoid membrane [GO:0045038]; response to light stimulus [GO:0009416]
A0A175YQ78	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; copper ion binding [GO:0005507]; oxidoreductase activity [GO:0016491]
A0A161YFQ7	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; hydrogen-exporting ATPase activity, phosphorylative mechanism [GO:0008553]; metal ion binding [GO:0046872]; ATP biosynthetic process [GO:0006754]
A0A164WWP2	integral component of membrane [GO:0016021]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610]
A0A165XFG8	integral component of membrane [GO:0016021]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610]
A0A175YJA4	hydrolase activity [GO:0016787]; metabolic process [GO:0008152]
A0A162AKE8	inositol 3-alpha-galactosyltransferase activity [GO:0047216]; galactose metabolic process [GO:0006012]
A0A175YPY5	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]
A0A162A6G7	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610]
A0A172WBP3	O-methyltransferase activity [GO:0008171]; protein dimerization activity [GO:0046983]
A0A024FRG4	O-methyltransferase activity [GO:0008171]; protein dimerization activity [GO:0046983]
A0A161ZUS4	nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]
A0A166DBH7	integral component of membrane [GO:0016021]; oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water [GO:0016717]; lipid metabolic process [GO:0006629]
A0A166BYY4	integral component of membrane [GO:0016021]; oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water [GO:0016717]; lipid metabolic process [GO:0006629]
A0A162AT38	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]
A0A166EEE5	DNA binding [GO:0003677]
A0A161XT85	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]
A0A175YSC4	sulfotransferase activity [GO:0008146]
A0A161ZQG4	integral component of membrane [GO:0016021]
P80065	integral component of membrane [GO:0016021]; vacuolar lumen [GO:0005775]; sucrose alpha-glucosidase activity [GO:0004575]; carbohydrate metabolic process [GO:0005975]
A0A164UK41	chloroplast thylakoid membrane [GO:0009535]; integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; photosystem II [GO:0009523]; chlorophyll binding [GO:0016168]; photosynthesis, light harvesting [GO:0009765]; protein-chromophore linkage [GO:0018298]
Q8L5F7	nucleus [GO:0005634]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; MAPK cascade [GO:0000165]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; transcription, DNA-templated [GO:0006351]
A0A169WPY3	sequence-specific DNA binding [GO:0043565]; transcription factor activity, sequence-specific DNA binding [GO:0003700]
A0A164Z413	photosystem I reaction center [GO:0009538]; photosynthesis [GO:0015979]
A0A164Z8U7	serine-type carboxypeptidase activity [GO:0004185]
A0A0J8BG12	fructose-bisphosphate aldolase activity [GO:0004332]; glycolytic process [GO:0006096]
A0A175YDA2	cytochrome b6f complex [GO:0009512]; integral component of membrane [GO:0016021]
A0A162ARE8	glycine cleavage complex [GO:0005960]; glycine decarboxylation via glycine cleavage system [GO:0019464]
A0A165Y8N7	integral component of membrane [GO:0016021]; photosystem II oxygen evolving complex [GO:0009654]; photosynthesis [GO:0015979]
